,gameID,HomeAway,Outcome,goals,pim,shots,powerPlayPercentage,powerPlayGoals,powerPlayOpportunities,faceOffWinPercentage,blocked,takeaways,giveaways,hits,OPPgoals,OPPpim,OPPshots,OPPpowerPlayPercentage,OPPpowerPlayGoals,OPPpowerPlayOpportunities,OPPfaceOffWinPercentage,OPPblocked,OPPtakeaways,OPPgiveaways,OPPhits
285,2017020616,Away,Win,4,8,26,0,0,3,39.7,20,20,9,15,2,6,43,25,1,4,60.3,7,7,11,20
286,2017020630,Away,Overtime Loss,2,6,40,0,0,1,43.3,7,1,7,21,4,4,19,50,1,2,56.7,12,7,21,25
287,2017020647,Away,,2,10,44,33.3,1,3,58.4,11,5,3,19,2,8,48,50,2,4,41.6,25,14,6,18
288,2017020657,Away,Win,7,13,36,0,0,2,63.6,14,9,5,20,4,13,30,0,0,2,36.4,14,11,9,13
289,2017020666,Home,Overtime Loss,2,8,43,25,1,4,52.2,17,4,18,27,4,10,29,33.3,1,3,47.8,24,10,9,17
290,2017020705,Home,Win,4,6,26,0,0,1,51.7,23,8,14,22,3,2,36,0,0,3,48.3,8,8,7,19
291,2017020716,Away, loss,3,12,40,100,1,1,50,13,8,9,13,4,12,29,0,0,1,50,16,6,10,9
292,2017020738,Away, loss,1,84,34,16.7,1,6,50,8,1,7,22,6,54,39,33.3,2,6,50,21,4,12,13
293,2017020752,Home, loss,2,19,34,0,0,4,57.8,5,11,8,17,4,15,46,33.3,2,6,42.2,8,2,1,21
294,2017020763,Away,Win,4,2,40,0,0,0,57.1,16,8,13,19,1,0,33,0,0,1,42.9,11,7,21,19
295,2017020777,Away,Win,4,35,32,28.6,2,7,56.5,16,3,3,16,2,47,32,33.3,1,3,43.5,5,3,2,21
296,2017020796,Home,Win,3,13,33,0,0,3,49.2,7,14,15,27,2,13,28,0,0,2,50.8,14,9,11,18
297,2017020818,Home,Win,3,2,41,25,1,4,50,15,14,10,23,1,8,27,0,0,1,50,16,8,8,22
298,2017020838,Home, loss,1,12,36,50,1,2,52.5,13,11,18,20,3,14,26,0,0,1,47.5,20,7,6,30
299,2017020862,Away,Win,7,0,40,75,3,4,42.9,19,13,10,25,5,8,32,0,0,0,57.1,12,7,17,36
300,2017020878,Away,Win,4,12,34,25,1,4,50.8,13,5,8,8,3,8,37,16.7,1,6,49.2,17,3,6,14
301,2017020903,Away,Win,6,29,30,50,2,4,45.3,15,14,5,8,3,23,33,28.6,2,7,54.7,11,9,14,14
302,2017020910,Away, loss,2,4,27,50,2,4,47.6,11,5,15,17,7,8,34,50,1,2,52.4,14,7,17,17
303,2017020918,Away, loss,0,4,40,0,0,2,33.3,12,5,7,20,1,4,31,0,0,2,66.7,14,3,8,20
304,2017020936,Home,Win,3,11,33,25,1,4,54.8,13,7,12,19,2,33,35,33.3,1,3,45.2,14,9,14,14
305,2017020951,Home,Win,6,7,30,0,0,3,57.7,19,7,18,19,5,21,37,100,1,1,42.3,11,5,14,7
306,2017020972,Home,Win,3,4,31,25,1,4,47.5,15,8,22,18,2,8,39,0,0,2,52.5,7,19,11,11
307,2017020985,Home,Win,3,9,29,0,0,2,58.1,18,14,30,18,2,9,31,50,1,2,41.9,13,6,17,23
308,2017020992,Home,Win,4,40,30,0,0,3,50,12,12,19,27,1,30,25,0,0,3,50,4,7,10,14
309,2017021008,Home,Win,4,11,26,20,1,5,39.6,16,15,11,25,1,17,40,0,0,2,60.4,14,10,9,22
310,2017021024,Away, loss,4,5,49,50,1,2,52.3,14,1,7,28,5,9,33,0,0,0,47.7,12,7,7,28
311,2017021038,Home,Win,5,8,32,50,1,2,58.9,23,14,19,29,0,4,40,0,0,4,41.1,10,14,9,21
312,2017021056,Home,,3,7,35,50,1,2,57.8,12,9,16,18,3,9,37,0,0,1,42.2,8,10,12,15
313,2017021067,Home, loss,3,6,38,0,0,1,51.4,8,14,27,21,5,4,25,0,0,2,48.6,18,11,11,21
314,2017021087,Home,Win,3,25,28,50,1,2,52.9,18,17,26,23,0,17,46,0,0,4,47.1,10,9,8,24
315,2017021099,Home, loss,2,9,42,0,0,6,46,16,14,33,17,4,19,36,0,0,1,54,9,15,13,16
316,2017021118,Away,Win,2,22,40,0,0,2,58.9,13,7,15,18,0,26,28,0,0,5,41.1,21,9,14,32
317,2017021125,Away,Win,7,4,39,0,0,1,43.2,20,10,15,19,2,2,35,0,0,2,56.8,22,4,13,20
318,2017021139,Away, loss,0,8,33,0,0,4,53.4,11,4,4,18,4,10,33,33.3,1,3,46.6,15,11,5,17
319,2017021156,Home,Win,4,4,47,25,1,4,48.5,16,9,28,21,2,10,28,100,1,1,51.5,18,6,17,20
320,2017021169,Away,Win,3,8,41,16.7,1,6,50.8,19,6,9,14,0,12,32,0,0,4,49.2,17,5,15,14
321,2017021186,Away,Overtime Loss,3,2,33,0,0,3,50.7,18,5,8,24,4,6,35,0,0,1,49.3,22,10,23,22
322,2017021193,Away, loss,2,2,26,50,1,2,46.3,14,3,9,24,3,4,30,0,0,1,53.7,17,8,9,28
323,2017021206,Away, loss,1,14,31,0,0,2,50.7,8,12,13,29,5,16,33,100,1,1,49.3,6,8,6,15
324,2017021225,Home,Win,3,9,35,50,1,2,45.1,14,11,13,29,2,21,29,0,0,1,54.9,10,5,14,14
325,2017021234,Home,Win,2,0,33,0,0,1,45.3,18,19,15,22,1,2,46,0,0,0,54.7,13,7,4,11
326,2017021247,Home,Win,3,4,35,0,0,2,50.8,9,10,19,25,2,6,28,100,1,1,49.2,17,12,4,21
327,2017021261,Home,Win,4,6,27,33.3,1,3,50,20,7,25,6,3,6,41,33.3,1,3,50,12,11,13,11
328,2018020019,Away,,1,6,43,0,0,5,52.6,13,8,5,22,1,10,29,0,0,3,47.4,9,5,11,37
329,2018020047,Home, loss,4,6,41,0,0,2,59.1,14,12,18,18,5,4,32,66.7,2,3,40.9,5,7,14,7
330,2018020064,Home, loss,2,8,26,0,0,5,42.2,6,11,14,18,3,10,30,25,1,4,57.8,23,12,13,15
331,2018020080,Away,,5,16,26,33.3,1,3,53.8,14,7,16,29,5,18,26,0,0,2,46.2,13,4,11,23
332,2018020099,Away,,5,8,30,28.6,2,7,50.8,20,11,11,20,5,16,31,33.3,1,3,49.2,12,14,15,28
333,2018020108,Home,Overtime Loss,3,6,37,0,0,5,46.2,10,12,16,17,4,10,31,66.7,2,3,53.8,12,22,19,15
334,2018020122,Away, loss,2,17,38,25,1,4,46.6,17,10,11,28,5,23,22,33.3,2,6,53.4,18,9,15,28
335,2018020130,Away,Win,3,8,41,40,2,5,50,12,2,12,23,2,12,22,33.3,1,3,50,13,3,11,20
336,2018020148,Away, loss,2,12,37,0,0,4,57,8,1,3,20,3,12,26,0,0,4,43,30,6,13,15
337,2018020180,Home, loss,2,14,38,20,1,5,42.4,13,7,13,10,4,12,36,33.3,2,6,57.6,26,10,11,17
338,2018020192,Away,Win,4,19,26,60,3,5,48.5,21,4,11,18,2,23,34,100,1,1,51.5,13,6,5,14
339,2018020228,Home,Win,4,11,33,25,1,4,62.7,12,16,11,12,1,13,27,0,0,3,37.3,10,12,5,23
340,2018020248,Home,Win,4,10,31,20,1,5,48.3,11,19,24,7,2,12,31,0,0,4,51.7,9,7,12,16
341,2018020254,Home,Win,5,10,40,33.3,1,3,58.6,13,10,10,20,1,6,35,20,1,5,41.4,11,8,9,12
342,2018020267,Away,Win,2,2,30,33.3,1,3,31.7,21,12,11,25,1,6,31,0,0,1,68.3,15,7,11,30
343,2018020280,Away, loss,3,2,43,50,2,4,54.8,6,5,6,12,7,8,37,0,0,1,45.2,15,14,4,15
344,2018020296,Away, loss,2,6,41,33.3,1,3,64.9,13,4,19,21,4,8,24,50,1,2,35.1,21,10,20,30
345,2018020312,Away,Win,7,12,32,50,1,2,44.3,20,11,19,26,5,6,38,20,1,5,55.7,11,8,24,17
346,2018020325,Away, loss,3,8,43,50,2,4,39.7,17,5,6,18,7,8,33,25,1,4,60.3,7,12,8,15
347,2018020342,Away, loss,1,8,35,0,0,1,48.2,16,17,16,31,4,4,39,33.3,1,3,51.8,16,18,19,31
348,2018020351,Home,Overtime Loss,4,9,38,33.3,1,3,51.6,13,16,19,25,5,11,41,0,0,2,48.4,7,9,9,13
349,2018020363,Home,Win,4,4,34,25,1,4,52.1,14,8,19,24,3,8,32,0,0,2,47.9,12,10,13,17
350,2018020378,Home, loss,2,4,44,33.3,1,3,41.5,6,10,13,15,3,6,25,0,0,2,58.5,10,7,14,16
351,2018020390,Home,Win,3,8,43,50,2,4,57.6,10,15,19,37,2,8,24,25,1,4,42.4,21,9,22,26
352,2018020399,Home,Overtime Loss,4,8,27,25,1,4,42.1,15,21,32,28,5,10,39,66.7,2,3,57.9,18,5,14,24
353,2018020417,Home,Win,5,10,44,33.3,2,6,44.3,16,6,15,22,0,14,33,0,0,4,55.7,8,6,19,26
354,2018020430,Home, loss,2,8,35,20,1,5,56.9,14,8,12,23,5,10,37,0,0,4,43.1,15,2,4,14
355,2018020450,Home,,4,2,31,50,2,4,48.3,15,4,16,26,4,8,26,0,0,1,51.7,16,5,13,26
356,2018020470,Away, loss,3,6,25,0,0,2,50,14,8,5,12,4,4,33,0,0,3,50,19,14,8,17
357,2018020484,Away, loss,1,2,31,0,0,2,52.2,12,4,4,20,5,6,26,0,0,0,47.8,21,7,5,15
358,2018020497,Home,Win,4,20,33,50,2,4,49.2,22,16,25,24,3,10,32,0,0,4,50.8,12,9,8,12
359,2018020517,Away,Win,5,11,36,33.3,1,3,44.2,11,4,9,20,2,11,32,0,0,3,55.8,5,9,12,11
360,2018020531,Away, loss,1,6,26,33.3,1,3,49.1,22,8,24,30,6,6,26,100,3,3,50.9,13,17,11,9
361,2018020547,Away,Win,2,10,23,50,1,2,52.5,15,2,11,21,1,6,34,0,0,4,47.5,8,4,11,11
362,2018020562,Away,Win,6,6,27,33.3,1,3,45.8,14,9,12,25,3,6,29,33.3,1,3,54.2,11,12,10,21
363,2018020580,Home, loss,3,11,26,33.3,1,3,49.1,11,4,11,20,5,11,28,33.3,1,3,50.9,11,7,5,28
364,2018020591,Home,Win,2,4,36,33.3,1,3,29,8,10,16,21,1,6,35,0,0,2,71,21,3,10,21
365,2018020606,Away,,3,4,27,0,0,3,38.9,10,1,14,13,3,6,20,0,0,2,61.1,10,1,23,25
366,2018020623,Away, loss,3,6,38,33.3,1,3,45.8,9,1,6,17,4,6,33,0,0,3,54.2,18,3,5,16
367,2018020641,Home,Overtime Loss,3,6,30,0,0,1,51.9,4,11,24,33,4,4,35,0,0,2,48.1,11,8,9,19
368,2018020660,Away, loss,1,20,37,0,0,4,50.9,10,8,10,37,5,20,31,0,0,4,49.1,22,7,12,27
369,2018020679,Away,,3,4,30,0,0,2,45.6,15,5,17,25,3,4,24,0,0,2,54.4,13,13,8,29
370,2018020685,Away, loss,3,22,27,50,1,2,45.6,24,8,24,24,4,4,24,100,1,1,54.4,6,13,19,15
371,2018020703,Away, loss,1,29,24,0,0,2,45.8,9,4,5,18,5,19,36,0,0,2,54.2,14,9,6,34
372,2018020714,Away, loss,1,8,53,0,0,4,35.9,12,9,21,25,5,10,28,33.3,1,3,64.1,16,9,19,27
373,2018020733,Home,Win,3,2,29,0,0,3,45.3,11,11,20,26,1,6,21,0,0,1,54.7,8,13,11,21
374,2018020747,Away,Win,4,8,30,33.3,1,3,58.2,18,9,14,9,2,6,39,0,0,4,41.8,13,7,14,18
375,2018020758,Home,Win,6,11,30,75,3,4,46,14,12,19,25,2,25,29,0,0,2,54,12,10,11,23
376,2018020782,Home, loss,1,4,28,16.7,1,6,53.6,13,13,21,23,4,12,26,0,0,2,46.4,19,11,14,22
377,2018020793,Home,Win,3,2,25,0,0,1,50,12,14,23,27,1,2,35,0,0,1,50,9,5,22,29
378,2018020811,Home, loss,2,2,24,66.7,2,3,57.1,7,3,19,23,3,6,34,0,0,1,42.9,15,9,9,15
379,2018020824,Home,Win,3,6,42,33.3,1,3,50,9,11,21,31,2,6,31,0,0,3,50,12,8,14,27
380,2018020848,Away,Win,5,2,31,25,1,4,50.8,23,11,12,20,4,8,30,0,0,1,49.2,16,14,16,16
381,2018020858,Home, loss,2,10,27,0,0,4,47.5,10,11,15,25,5,10,23,50,2,4,52.5,11,12,13,29
382,2018020865,Home, loss,0,4,30,0,0,4,62.5,15,10,13,18,3,8,19,0,0,2,37.5,20,7,18,26
383,2018020877,Home,,2,8,32,0,0,1,59,18,11,19,24,2,2,43,0,0,4,41,12,12,17,20
384,2018020908,Home,Win,6,6,36,33.3,1,3,47.7,12,13,14,19,3,6,31,0,0,3,52.3,8,10,21,30
385,2018020916,Home,Win,4,8,41,0,0,4,55,15,13,26,30,2,8,34,25,1,4,45,16,12,19,41
386,2018020930,Home, loss,3,16,30,40,2,5,56.9,16,12,15,35,4,10,25,25,2,8,43.1,6,15,11,29
387,2018020948,Home,Win,6,2,25,40,2,5,62.5,16,9,16,28,1,10,19,0,0,1,37.5,12,8,4,41
388,2018020966,Away,Win,4,4,38,50,1,2,49.3,12,7,6,28,3,4,39,0,0,2,50.7,22,10,7,23
389,2018020977,Away,,3,10,27,0,0,1,45.5,17,9,16,33,3,2,40,20,1,5,54.5,16,8,12,25
390,2018020989,Away,,5,4,37,66.7,2,3,41.7,20,12,16,36,5,10,46,0,0,1,58.3,4,20,16,31
391,2018021005,Home,Overtime Loss,3,2,34,0,0,2,56.5,12,6,13,27,4,6,26,0,0,0,43.5,14,11,12,14
392,2018021013,Home, loss,2,6,32,0,0,2,58.2,12,17,15,21,3,4,33,33.3,1,3,41.8,16,11,7,30
393,2018021022,Away,Overtime Loss,2,4,34,33.3,1,3,48.3,19,8,10,27,3,6,37,50,1,2,51.7,13,4,11,28
394,2018021033,Away, loss,3,8,25,40,2,5,43.6,19,20,17,21,4,10,28,25,1,4,56.4,6,7,16,19
395,2018021044,Home,Win,6,13,29,33.3,1,3,56.5,8,7,21,25,2,13,27,0,0,3,43.5,9,7,12,24
396,2018021060,Home,Win,6,4,43,50,2,4,56.7,16,5,14,23,1,8,20,50,1,2,43.3,10,9,12,43
397,2018021092,Away,Win,4,6,27,20,1,5,46,18,9,9,12,2,10,28,0,0,3,54,12,16,12,13
398,2018021101,Away,Win,4,9,35,25,1,4,44.2,12,4,10,17,3,13,27,50,1,2,55.8,14,7,10,32
399,2018021116,Away, loss,2,6,39,0,0,1,45.3,10,8,13,14,3,4,22,50,1,2,54.7,10,7,8,25
400,2018021130,Away, loss,2,6,22,33.3,1,3,43.5,15,5,15,10,4,6,36,33.3,1,3,56.5,16,10,15,16
401,2018021136,Home,Win,4,4,22,33.3,1,3,55.9,12,9,24,30,2,6,34,0,0,2,44.1,11,11,9,34
402,2018021156,Home, loss,3,23,34,100,1,1,61.5,13,13,24,47,7,9,39,33.3,1,3,38.5,14,6,12,25
403,2018021169,Away, loss,5,8,36,33.3,1,3,44.6,17,6,10,21,7,8,37,33.3,1,3,55.4,15,15,16,25
404,2018021180,Away, loss,1,14,34,33.3,1,3,51.4,23,10,19,24,6,16,27,0,0,2,48.6,13,11,13,23
405,2018021192,Away,Win,5,8,34,0,0,2,52.7,14,3,10,24,2,6,30,0,0,3,47.3,11,6,13,19
406,2018021204,Away,Win,4,4,23,0,0,1,54.2,20,10,5,21,1,2,31,0,0,2,45.8,8,6,11,21
407,2018021221,Home,Win,5,4,34,0,0,2,47.5,12,16,18,29,3,4,30,0,0,2,52.5,6,8,14,35
408,2018021244,Home,,1,6,30,50,1,2,50.8,20,7,20,33,1,4,36,0,0,3,49.2,14,6,17,32
409,2018021262,Home,Overtime Loss,3,27,40,0,0,3,57.4,6,11,27,35,4,43,27,20,1,5,42.6,15,8,7,37
410,2019020005,Away, loss,2,6,37,0,0,4,39,15,6,8,14,5,8,30,33.3,1,3,61,15,7,6,17
411,2019020021,Home,Win,4,4,28,66.7,2,3,44.8,14,8,10,26,3,8,35,0,0,1,55.2,5,9,6,24
412,2019020036,Home, loss,3,10,50,33.3,2,6,54.5,10,11,14,15,6,16,35,33.3,1,3,45.5,25,3,7,16
413,2019020058,Away,,2,8,43,0,0,2,44.4,14,2,9,13,2,4,32,0,0,4,55.6,10,6,11,14
414,2019020067,Away,,2,7,37,0,0,3,53.3,16,3,20,28,2,11,28,0,0,1,46.7,20,10,20,24
415,2019020080,Away,Win,6,6,34,20,1,5,48.1,10,5,5,30,4,10,21,0,0,3,51.9,12,5,5,25
416,2019020107,Home,Overtime Loss,4,6,44,0,0,4,48.2,9,11,18,17,5,8,41,0,0,3,51.8,13,17,10,19
417,2019020121,Away,,2,8,30,50,1,2,42.6,22,9,7,9,2,4,27,25,1,4,57.4,11,5,8,14
418,2019020135,Home,Win,4,2,22,0,0,1,42.9,11,8,22,31,2,2,25,0,0,1,57.1,9,11,9,12
419,2019020153,Away,,5,11,23,0,0,2,34.5,17,11,10,14,5,9,24,33.3,1,3,65.5,8,12,15,16
420,2019020170,Away,Win,6,6,29,0,0,1,53.7,17,7,12,11,2,2,26,33.3,1,3,46.3,13,9,13,22
421,2019020178,Away, loss,2,4,31,50,1,2,46.3,15,4,5,16,7,4,36,0,0,2,53.7,16,13,5,17
422,2019020191,Away,Win,4,21,38,25,1,4,50,7,8,4,15,3,25,30,0,0,2,50,12,13,10,15
423,2019020208,Home,Win,4,6,41,50,1,2,55.6,13,5,20,16,0,4,22,0,0,3,44.4,9,8,10,14
424,2019020238,Home,Overtime Loss,4,8,36,20,1,5,50,10,15,15,7,5,10,31,25,1,4,50,15,13,10,16
425,2019020252,Away, loss,1,6,38,25,1,4,42.9,15,7,14,6,2,8,36,0,0,3,57.1,20,12,21,20
426,2019020263,Away,,5,13,35,33.3,1,3,75.9,9,13,22,28,5,11,34,50,2,4,24.1,15,11,15,25
427,2019020272,Away,,4,8,29,50,2,4,52.9,14,9,10,27,4,12,38,50,1,2,47.1,6,12,11,20
428,2019020288,Home, loss,3,0,37,33.3,1,3,58.2,10,16,16,16,4,6,30,0,0,0,41.8,15,11,12,18
429,2019020306,Home,Win,4,6,30,66.7,2,3,51.6,12,9,11,15,3,8,33,0,0,3,48.4,16,10,9,18
430,2019020319,Home,Win,5,6,26,0,0,4,52.1,18,12,12,15,2,8,37,0,0,2,47.9,18,7,12,14
431,2019020334,Home,Win,5,2,28,0,0,1,53.1,18,15,17,17,4,2,32,100,1,1,46.9,15,14,11,22
432,2019020355,Away, loss,2,4,23,0,0,2,58,20,5,11,22,4,4,34,0,0,2,42,7,13,8,21
433,2019020362,Home, loss,2,4,45,25,1,4,56,8,10,7,12,5,8,26,0,0,2,44,15,7,9,21
434,2019020383,Away, loss,3,6,40,0,0,3,59.3,18,7,8,10,4,8,20,0,0,2,40.7,18,5,11,28
435,2019020408,Home,Win,3,8,28,0,0,4,50,19,9,9,20,0,8,27,0,0,4,50,18,12,9,24
436,2019020426,Home, loss,2,2,46,33.3,1,3,58.2,10,8,13,12,4,6,26,0,0,1,41.8,8,7,10,30
437,2019020457,Home,Win,4,11,27,25,1,4,59.6,18,10,15,13,1,13,34,0,0,3,40.4,17,2,6,19
438,2019020464,Home,Win,5,11,33,50,2,4,47.7,17,9,5,16,1,23,31,33.3,1,3,52.3,14,3,5,21
439,2019020473,Home, loss,1,4,28,0,0,3,50,17,17,23,19,2,6,48,0,0,2,50,24,4,13,24
440,2019020489,Home, loss,1,13,33,0,0,3,50.8,10,11,13,16,3,21,30,50,2,4,49.2,20,8,10,18
441,2019020508,Home, loss,2,6,33,0,0,3,42.6,14,11,15,21,4,6,42,33.3,1,3,57.4,21,6,10,21
442,2019020519,Home,Win,6,8,31,20,1,5,50,13,14,22,22,1,16,30,0,0,1,50,11,8,13,32
443,2019020548,Home,Win,7,6,33,25,1,4,50,15,12,19,14,4,8,31,33.3,1,3,50,10,13,14,24
444,2019020559,Away,Win,4,10,22,66.7,2,3,49.2,23,8,8,15,2,10,44,33.3,1,3,50.8,5,5,10,11
445,2019020572,Away, loss,1,8,30,25,1,4,55.9,15,6,11,25,6,8,34,75,3,4,44.1,9,4,12,18
446,2019020595,Home,Win,5,6,30,66.7,2,3,38.1,19,14,22,30,4,8,39,0,0,2,61.9,13,15,14,24
447,2019020608,Home,Win,6,8,34,0,0,5,48.6,19,10,15,13,5,10,43,50,2,4,51.4,18,7,7,24
448,2019020619,Away, loss,1,8,37,0,0,2,57.7,10,5,7,15,4,6,28,33.3,1,3,42.3,24,3,14,11
449,2019020632,Away,Win,6,6,31,66.7,2,3,52.5,23,7,12,21,3,6,31,0,0,3,47.5,16,2,15,35
450,2019020645,Away, loss,2,8,34,0,0,3,48.1,11,4,6,8,3,8,18,33.3,1,3,51.9,16,0,8,11
451,2019020654,Away,Win,4,18,35,0,0,1,57.4,12,6,3,21,1,14,32,0,0,3,42.6,20,7,10,26
452,2019020664,Home, loss,2,6,39,0,0,2,56.3,8,10,10,24,5,6,37,100,2,2,43.7,15,7,7,25
453,2019020681,Home,Win,5,6,49,25,1,4,55.9,10,11,18,20,2,18,32,0,0,3,44.1,18,4,10,24
454,2019020707,Home,Win,8,6,29,50,1,2,46.5,18,12,18,18,4,4,47,0,0,3,53.5,4,6,9,6
455,2019020729,Home,Win,4,8,26,66.7,2,3,50,15,11,13,22,3,6,30,50,2,4,50,14,8,9,17
456,2019020749,Away,Win,4,19,38,16.7,1,6,41.3,15,1,7,15,1,27,28,0,0,7,58.7,14,5,7,16
457,2019020760,Away,Win,5,8,25,50,1,2,47.5,15,4,6,15,4,4,33,50,2,4,52.5,7,7,4,10
458,2019020765,Away,Win,4,8,26,33.3,1,3,50.8,17,7,8,23,3,6,35,25,1,4,49.2,19,8,11,19
459,2019020794,Away, loss,0,4,29,0,0,6,35.1,25,7,14,14,4,12,35,50,1,2,64.9,11,9,6,22
460,2019020809,Away,Win,5,6,21,50,1,2,44.2,11,13,4,30,3,4,34,33.3,1,3,55.8,10,8,16,10
461,2019020818,Away,Overtime Loss,0,2,32,0,0,2,55,14,2,2,15,1,4,45,0,0,1,45,14,5,6,12
462,2019020830,Home, loss,2,12,25,33.3,1,3,53.4,10,10,20,16,7,8,39,20,1,5,46.6,10,5,12,22
463,2019020847,Home, loss,2,2,35,0,0,3,61.2,9,7,14,32,3,6,22,100,1,1,38.8,12,5,5,25
464,2019020861,Away, loss,1,10,31,0,0,5,44.8,12,5,10,22,4,10,34,0,0,5,55.2,12,9,8,32
465,2019020868,Away,Win,5,4,33,0,0,2,61,11,11,3,12,3,4,28,50,1,2,39,18,8,16,12
466,2019020883,Home, loss,2,8,28,0,0,1,39.3,8,13,9,22,6,4,28,33.3,1,3,60.7,12,7,5,15
467,2019020898,Home, loss,1,12,34,0,0,3,58.2,6,9,16,20,4,16,29,0,0,1,41.8,17,8,9,8
468,2019020917,Away,Win,5,8,28,0,0,4,35,20,9,4,11,3,8,32,25,1,4,65,13,10,9,13
469,2019020931,Away,Win,4,4,32,0,0,1,50,9,6,9,16,1,4,36,0,0,1,50,17,4,14,23
470,2019020940,Away, loss,4,12,29,50,2,4,34.9,13,2,7,23,5,10,40,20,1,5,65.1,4,2,21,17
471,2019020957,Away, loss,3,6,35,33.3,1,3,52.1,18,7,3,15,5,8,39,0,0,2,47.9,15,11,4,23
472,2019020979,Away,Win,2,0,26,50,1,2,56.7,12,3,3,25,1,4,38,0,0,0,43.3,16,8,9,21
473,2019020987,Home, loss,3,7,27,0,0,1,54.8,13,9,16,19,5,7,29,0,0,1,45.2,16,5,17,16
474,2019021002,Home,,2,6,40,0,0,3,52.5,14,13,15,11,2,6,29,0,0,3,47.5,9,5,12,12
475,2019021012,Home, loss,0,2,38,0,0,3,51,16,17,23,21,3,6,28,100,1,1,49,10,7,13,14
476,2019021035,Home,Overtime Loss,1,15,33,0,0,4,47.6,14,13,15,24,2,13,28,25,1,4,52.4,14,10,14,22
477,2019021054,Home,Win,4,6,32,0,0,3,59.3,15,13,16,20,1,6,34,0,0,3,40.7,13,10,9,26
478,2019021075,Away,Win,2,4,34,100,1,1,47.7,23,13,6,11,1,2,27,0,0,2,52.3,15,8,10,6
479,2020020009,Home,Win,3,7,52,0,0,3,56.1,6,18,6,24,1,11,25,0,0,1,43.9,17,1,4,32
480,2020020020,Home,Win,5,9,43,25,1,4,51.7,17,11,14,23,4,23,29,50,1,2,48.3,9,10,12,33
481,2020020034,Home,Win,5,6,36,25,1,4,53.3,14,14,25,30,2,8,30,33.3,1,3,46.7,8,6,14,24
482,2020020049,Home,Win,5,4,30,50,2,4,45.5,13,9,15,25,4,8,36,100,2,2,54.5,16,8,14,28
483,2020020062,Away,Win,4,6,37,25,1,4,40.3,11,11,11,15,3,8,35,33.3,1,3,59.7,10,8,15,18
484,2020020076,Away, loss,2,12,23,0,0,5,49.3,14,4,7,21,4,12,26,20,1,5,50.7,12,7,16,26
485,2020020098,Away,,3,12,31,0,0,3,50,10,3,6,17,3,6,22,0,0,6,50,12,2,8,23
486,2020020114,Away,,2,10,35,0,0,1,54.4,10,10,6,18,2,6,31,33.3,1,3,45.6,13,7,9,27
487,2020020130,Away,Win,3,8,26,66.7,2,3,47.5,8,4,9,19,2,6,27,0,0,4,52.5,12,7,10,14
488,2020020139,Away,Win,3,8,30,50,2,4,51.8,9,3,5,16,2,10,34,0,0,3,48.2,9,1,2,11
489,2020020165,Home, loss,5,8,36,50,2,4,39.3,14,8,7,21,6,8,41,50,2,4,60.7,10,8,9,20
490,2020020176,Home,Win,2,4,36,0,0,2,59.7,16,3,11,40,1,6,25,0,0,1,40.3,17,7,4,25
491,2020020189,Home, loss,1,9,37,0,0,1,50.9,6,12,7,25,4,11,39,0,0,0,49.1,12,8,2,24
492,2020020203,Home,Win,2,6,22,100,1,1,45.2,10,15,6,35,1,2,32,0,0,3,54.8,8,6,1,28
493,2020020217,Home,Win,5,13,29,33.3,1,3,60,11,6,5,44,2,13,21,66.7,2,3,40,11,2,9,39
494,2020020232,Home, loss,1,17,34,0,0,4,48.2,8,9,9,36,6,19,28,33.3,1,3,51.8,12,4,5,25
495,2020020256,Away,Win,6,18,21,0,0,3,45.3,9,0,0,15,4,16,31,0,0,4,54.7,7,2,1,26
496,2020020275,Away,Win,7,8,39,50,1,2,43.1,5,6,1,21,2,4,32,0,0,4,56.9,9,1,10,12
497,2020020292,Away, loss,1,4,39,33.3,1,3,45.5,9,0,4,9,2,6,27,0,0,2,54.5,17,1,3,13
498,2020020303,Home,Overtime Loss,0,10,43,0,0,3,49.3,8,9,3,42,3,8,26,0,0,4,50.7,15,6,3,38
499,2020020315,Home,Win,3,4,35,0,0,1,44.3,11,5,8,30,2,2,39,50,1,2,55.7,7,5,10,33
500,2020020330,Home,,3,6,31,25,1,4,47.2,7,11,9,24,3,8,33,66.7,2,3,52.8,7,10,5,19
501,2020020348,Home, loss,2,8,46,0,0,3,49.1,10,14,13,33,3,8,31,33.3,1,3,50.9,10,0,3,20
502,2020020368,Away,Win,5,4,38,50,2,4,35.8,14,3,11,9,4,8,35,0,0,2,64.2,12,5,12,10
503,2020020381,Away,Win,6,9,32,25,1,4,46.9,16,6,5,14,2,13,30,50,1,2,53.1,11,5,6,13
504,2020020406,Away,Win,4,6,33,50,2,4,59.6,11,10,6,26,2,8,40,0,0,3,40.4,16,12,10,20
505,2020020420,Away,Win,5,6,32,33.3,1,3,66,12,4,10,14,4,6,32,33.3,1,3,34,13,4,21,16
506,2020020435,Home,Win,4,8,35,0,0,2,66.7,5,7,4,17,2,4,32,0,0,4,33.3,9,3,3,15
507,2020020449,Home,Win,6,10,36,66.7,2,3,61.5,10,6,8,16,3,8,29,0,0,4,38.5,9,2,8,20
508,2020020472,Home, loss,1,6,41,0,0,3,50,12,8,7,18,2,6,27,0,0,3,50,12,4,5,25
509,2020020487,Home,Win,2,8,49,0,0,5,48.1,10,5,6,23,0,12,21,0,0,3,51.9,21,4,6,20
